ISSUER_NAME,ISSUER_TICKER,ISSUER_ISIN,ISSUER_CNTRY_DOMICILE,AS_OF_DATE,IVA_INDUSTRY,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,CLIMATE_CHANGE_THEME_SCORE,NATURAL_RES_USE_THEME_SCORE,WASTE_MGMT_THEME_SCORE,HUMAN_CAPITAL_THEME_SCORE,PRODUCT_SAFETY_THEME_SCORE,CORPORATE_GOV_THEME_SCORE,BUSINESS_ETHICS_THEME_SCORE,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_EXP_SCORE,ENERGY_EFFICIENCY_EXP_SCORE,PROD_CARB_FTPRNT_EXP_SCORE,WATER_STRESS_SCORE,WATER_STRESS_EXP_SCORE,WATER_STRESS_MGMT_SCORE,BIODIV_LAND_USE_EXP_SCORE,TOXIC_EMISS_WSTE_EXP_SCORE,OPPS_CLN_TECH_EXP_SCORE,LABOR_MGMT_SCORE,LABOR_MGMT_WEIGHT,LABOR_MGMT_EXP_SCORE,LABOR_MGMT_MGMT_SCORE,HLTH_SAFETY_WEIGHT,HLTH_SAFETY_EXP_SCORE,HUMAN_CAPITAL_DEV_EXP_SCORE,HUMAN_CAPITAL_DEV_MGMT_SCORE,PROD_SFTY_QUALITY_EXP_SCORE,CHEM_SAFETY_EXP_SCORE,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_EXP_SCORE,PRIVACY_DATA_SEC_MGMT_SCORE,CORP_GOVERNANCE_SCORE,CORRUPTION_INST_SCORE,CORRUPTION_INST_EXP_SCORE,CORRUPTION_INST_MGMT_SCORE,BUS_ETHICS_FRAUD_SCORE,BUS_ETHICS_FRAUD_MGMT_SCORE,ANTICOMP_PRACT_SCORE,ANTICOMP_PRACT_MGMT_SCORE,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_QUARTILE,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_PCTL_GLOBAL,PAY_PCTL_HOME
TPG TELECOM LIMITED,TPM,AU000000TPM6,AU,20180501,Integrated Telecommunication Services,1.8,3.3,6.5,2.8,3.7,6.5,5.20,8.80,2.40,2.90,4,3.40,6.5,2.5,1,1.9,5.20,2.8,1.00,1.6,1.7,0,2.40,18.00,7.30,2.70,0,1.3,7.20,0.90,4.1,0,2.90,8.30,4.20,4,3.40,6.50,2.90,4.20,4.20,5.00,5.00,80,85,3,0,4,17,1,99,98,36,11
TATTS GROUP LIMITED,TTSLF,AU000000TTS5,AU,20180501,Casinos & Gaming,8.1,5.2,6.7,4.9,5.1,6.7,0.80,7.70,7.00,3.70,7.9,3.00,6.7,4,2.2,3.1,0.80,6.2,0.00,2.5,2.5,0,7.00,17.00,4.80,4.80,0,1.8,3.50,6.30,6.1,3.4,5.10,4.40,2.50,7.9,3.00,7.50,3.50,4.20,4.20,5.00,5.00,34,27,86,64,1,94,64,99,98,81,73
MERCEDES-BENZ AUSTRALIA/PACIFIC PTY LTD,,XS1794352846,AU,20180501,Automobiles,4.5,4.7,6.6,3.4,4.2,8.6,9.10,4.00,3.50,3.30,4.2,4.20,10,2.2,1.3,5,9.10,3.5,5.60,2.7,6.2,5.4,3.50,16.00,10.00,6.50,0,3.2,5.90,6.30,9,7.9,10.00,3.60,7.50,4.2,6.20,6.80,6.00,3.30,3.30,3.70,3.70,18,10,46,41,2,20,14,8,1,35,29
OPTUS FINANCE PTY LIMITED,,XS0516489274,AU,20180501,Integrated Telecommunication Services,7.4,5.7,9.5,6.1,4.8,9.5,9.30,10.00,6.50,5.20,6.6,3.70,9.5,2.3,1,1.9,9.80,3.1,5.90,1.3,1.7,0,6.50,17.00,6.70,6.20,0,1.5,7.20,6.70,5.6,0,5.20,8.50,6.70,6.6,3.70,7.70,4.40,3.70,3.70,5.00,5.00,41,35,75,81,2,71,65,54,16,44,60
MEDALLION TRUST SERIES 2005 1G,,AU300MEDD015,AU,20180501,Banks,7.7,5.5,8.6,4.5,6.6,8.6,6.80,10.00,4.60,4.00,7.6,5.40,10,1,0.4,0.7,6.80,2.3,2.10,0.8,1.2,0,4.50,0.00,7.60,5.10,0,0.4,7.00,4.60,5.9,0,5.10,8.10,6.20,7.6,10.00,4.70,8.80,3.70,3.70,5.00,5.00,7,3,97,90,1,90,50,79,41,81,73
The trustee for Medallion Trust Series 2005-2G,,AU300MEDE013,AU,20180501,Banks,7.7,5.5,8.6,4.5,6.6,8.6,6.80,10.00,4.60,4.00,7.6,5.40,10,1,0.4,0.7,6.80,2.3,2.10,0.8,1.2,0,4.50,0.00,7.60,5.10,0,0.4,7.00,4.60,5.9,0,5.10,8.10,6.20,7.6,10.00,4.70,8.80,3.70,3.70,5.00,5.00,7,3,97,90,1,90,50,79,41,81,73
MEDALLION TRUST SERIES 2006-1G,,AU300MEDF010,AU,20180501,Banks,7.7,5.5,8.6,4.5,6.6,8.6,6.80,10.00,4.60,4.00,7.6,5.40,10,1,0.4,0.7,6.80,2.3,2.10,0.8,1.2,0,4.50,0.00,7.60,5.10,0,0.4,7.00,4.60,5.9,0,5.10,8.10,6.20,7.6,10.00,4.70,8.80,3.70,3.70,5.00,5.00,7,3,97,90,1,90,50,79,41,81,73
COLONIAL HOLDING COMPANY LIMITED,,AU0000CNGHA2,AU,20180501,Banks,7.7,5.5,8.6,4.5,6.6,8.6,6.80,10.00,4.60,4.00,7.6,5.40,10,1,0.4,0.7,6.80,2.3,2.10,0.8,1.2,0,4.50,0.00,7.60,5.10,0,0.4,7.00,4.60,5.9,0,5.10,8.10,6.20,7.6,10.00,4.70,8.80,3.70,3.70,5.00,5.00,7,3,97,90,1,90,50,79,41,81,73
CROWN GROUP FINANCE LIMITED,CWN,AU3CB0225324,AU,20180501,Casinos & Gaming,5.9,4.7,4.7,6.4,3.8,4.7,4.70,10.00,4.60,8.20,6.3,2.60,4.7,6,6,2.6,4.70,5.7,3.40,2.2,2.2,0,4.60,14.00,7.50,5.10,0,2.2,2.50,6.20,6.3,3.4,7.80,5.00,5.80,6.3,2.70,7.50,3.20,2.50,2.50,5.00,5.00,48,48,38,8,2,65,11,99,98,49,31
UNITED OVERSEAS BANK LIMITED,,AU3FN0039715,AU,20180501,Banks,5.5,4.8,0.6,3.7,7.7,0.6,6.00,8.20,4.00,4.20,8.8,6.50,8.7,0.8,0.4,0.6,6.50,2.6,2.10,0.6,1.2,0,9.80,0.00,3.50,6.30,0,0.6,6.40,3.40,4.8,0,2.40,8.40,3.80,8.8,7.40,5.30,5.70,5.00,5.00,5.00,5.00,100,100,99,99,1,100,100,89,70,81,82
Series 2010 - 1 SWAN Trust,,AU3FN0010435,AU,20180501,Banks,7.7,5.5,8.6,4.5,6.6,8.6,6.80,10.00,4.60,4.00,7.6,5.40,10,1,0.4,0.7,6.80,2.3,2.10,0.8,1.2,0,4.50,0.00,7.60,5.10,0,0.4,7.00,4.60,5.9,0,5.10,8.10,6.20,7.6,10.00,4.70,8.80,3.70,3.70,5.00,5.00,7,3,97,90,1,90,50,79,41,81,73
UOB AUSTRALIA LTD,,XS1808639154,AU,20180501,Banks,5.5,4.8,0.6,3.7,7.7,0.6,6.00,8.20,4.00,4.20,8.8,6.50,8.7,0.8,0.4,0.6,6.50,2.6,2.10,0.6,1.2,0,9.80,0.00,3.50,6.30,0,0.6,6.40,3.40,4.8,0,2.40,8.40,3.80,8.8,7.40,5.30,5.70,5.00,5.00,5.00,5.00,100,100,99,99,1,100,100,89,70,81,82
DBS Bank Ltd,,AU3FN0034971,AU,20180501,Banks,8.1,5.7,1.7,5.5,6.9,1.7,5.30,8.20,6.30,5.10,7.7,6.00,7.3,0.8,0.4,0.7,6.40,2.7,2.10,0.6,1,0,9.50,0.00,4.80,7.30,0,0.5,7.50,6.80,5,0,3.20,7.80,4.00,7.7,7.40,4.90,5.30,4.20,4.20,5.00,5.00,100,100,85,89,1,91,88,58,25,58,63
ARISTOCRAT LEISURE LIMITED,ALL,AU000000ALL7,AU,20180801,Casinos & Gaming,6.3,4.6,5.3,4.6,4.3,5.3,7.10,8.30,5.70,3.50,7.2,2.40,5.3,3.7,2.2,3.1,7.10,5.6,5.70,2.3,2.5,0,5.70,19.00,3.70,2.40,0,2.4,3.50,3.40,5.2,2.7,7.50,1.30,2.50,7.2,2.40,8.00,3.40,5.00,5.00,5.00,5.00,34,22,65,29,1,82,27,79,40,60,54
LENDLEASE GROUP,LLC,US5260232054,AU,20180801,Real Estate Development & Diversified Activities,9.3,7.2,8.2,6.7,7.1,9.9,7.60,9.10,9.30,3.40,8.6,5.90,9.9,3.4,2.5,3,7.70,4.7,5.40,2.6,2.6,4.5,6.50,0.00,6.00,5.50,21,4.2,5.40,5.00,6.7,3.8,10.00,0.00,5.80,8.6,5.90,6.10,5.00,5.00,5.00,5.00,5.00,57,49,99,94,1,99,94,79,40,96,92
RAMSAY HEALTH CARE LIMITED,RHC,AU000000RHC8,AU,20180801,Health Care Providers & Services,7.4,5.4,8.1,6.4,3.6,8.1,9.60,4.90,4.40,7.40,6.9,1.10,8.1,3.2,1.9,2.4,9.60,3.6,6.20,2.1,3.1,0,4.40,18.00,9.60,7.00,0,3.1,8.00,4.20,6.1,6.4,6.10,6.70,5.80,6.9,1.10,9.50,3.60,5.00,5.00,4.20,4.20,88,90,39,10,1,76,20,99,97,60,53
COCHLEAR LIMITED,COH,AU000000COH5,AU,20180801,Health Care Equipment & Supplies,6.9,5.8,8,6.3,4.9,8,6.90,5.40,7.80,7.10,6.8,3.40,8,2.3,1.1,3.7,6.80,3.5,3.30,3,5.4,0,6.20,0.00,5.50,4.70,0,3.1,4.30,5.10,6,8.6,9.00,3.00,5.00,6.8,3.40,8.90,5.30,5.00,5.00,5.00,5.00,17,7,81,51,1,74,16,79,40,36,11
BENDIGO AND ADELAIDE BANK LIMITED,BEN,AU000000BEN6,AU,20180801,Banks,6.8,5.5,1.6,4.9,7.3,1.6,9.90,8.20,6.70,4.40,7.7,6.80,9,1.2,0.4,0.6,10.00,2.8,5.80,0.8,1.3,0,5.70,0.00,7.20,5.90,0,0.5,6.10,5.80,3.7,0,2.90,8.40,4.30,7.7,7.00,4.70,4.70,5.00,5.00,5.00,5.00,15,5,100,100,1,91,53,79,40,45,26
BANK OF QUEENSLAND LIMITED,BOQ,AU000000BOQ8,AU,20180801,Banks,2.9,4.5,2.2,3.3,6.8,2.2,8.70,8.20,4.90,3.00,7.8,5.70,8,1.2,0.4,0.6,8.70,2.8,4.50,0.8,1.3,0,5.10,0.00,6.70,4.80,0,0.5,6.10,4.00,3.5,0,3.10,8.40,4.50,7.8,2.50,4.70,0.20,4.20,4.20,5.00,5.00,79,79,81,52,1,91,55,79,40,60,53
TABCORP HOLDINGS LIMITED,TAH,AU000000TAH8,AU,20180801,Casinos & Gaming,8.1,5.2,6.7,4.9,5.1,6.7,0.80,7.70,7.00,3.70,7.9,3.00,6.7,4,2.2,3.1,0.80,6.2,0.00,2.5,2.5,0,7.00,17.00,4.80,4.80,0,1.8,3.50,6.30,6.1,3.4,5.10,4.40,2.50,7.9,3.00,7.50,3.50,4.20,4.20,5.00,5.00,33,19,85,60,1,92,59,99,97,76,71
CSL LIMITED,CSL,AU000000CSL8,AU,20180801,Biotechnology,6.4,4.9,5.9,4.3,5.6,10,9.60,5.90,5.10,4.40,7.2,4.20,10,3,1.2,2.2,9.70,3.7,6.40,2.1,4.1,5.1,7.20,0.00,5.80,6.00,0,1.1,8.40,6.50,8.7,6.2,8.90,3.10,5.00,7.2,4.20,8.00,5.20,5.00,5.00,5.00,5.00,45,37,81,51,1,83,31,62,3,60,53
ENERGY DEVELOPMENTS PTY LIMITED,ENEXX,AU0000ENEXX2,AU,20180801,Utilities,1.5,3,4.9,1.3,3.8,6.6,3.40,7.50,0.20,2.90,4.6,3.10,6.6,2.2,2.4,3,3.50,4.5,1.00,2.6,2.5,2.2,5.70,0.00,4.80,3.50,24,7.9,5.70,4.00,5.9,1.9,5.80,0.10,0.80,4.6,3.10,7.70,3.80,5.00,5.00,5.00,5.00,44,31,11,28,3,26,24,90,97,34,18
TPG TELECOM LIMITED,TPM,AU000000TPM6,AU,20180801,Integrated Telecommunication Services,1.8,3.3,6.5,2.8,3.6,6.5,5.20,8.80,2.40,2.90,3.8,3.40,6.5,2.5,1,1.9,5.20,2.8,1.00,1.6,1.7,0,2.40,18.00,7.30,2.70,0,1.3,7.20,0.90,4.1,0,2.90,8.30,4.20,3.8,3.40,6.50,2.90,4.20,4.20,5.00,5.00,94,96,3,0,4,15,1,99,97,28,2
TATTS GROUP LIMITED,TTSLF,AU000000TTS5,AU,20180801,Casinos & Gaming,8.1,5.2,6.7,4.9,5.1,6.7,0.80,7.70,7.00,3.70,7.9,3.00,6.7,4,2.2,3.1,0.80,6.2,0.00,2.5,2.5,0,7.00,17.00,4.80,4.80,0,1.8,3.50,6.30,6.1,3.4,5.10,4.40,2.50,7.9,3.00,7.50,3.50,4.20,4.20,5.00,5.00,33,19,85,60,1,92,59,99,97,76,71
DUET GROUP,DUETF,AU0000DUEXX9,AU,20180801,Utilities,1.5,3,4.9,1.3,3.8,6.6,3.40,7.50,0.20,2.90,4.6,3.10,6.6,2.2,2.4,3,3.50,4.5,1.00,2.6,2.5,2.2,5.70,0.00,4.80,3.50,24,7.9,5.70,4.00,5.9,1.9,5.80,0.10,0.80,4.6,3.10,7.70,3.80,5.00,5.00,5.00,5.00,44,31,11,28,3,26,24,90,97,34,18
LEND LEASE FUNDS MANAGEMENT LIMITED,,AU000GPTB019,AU,20180801,Real Estate Development & Diversified Activities,9.3,7.2,8.2,6.7,7.1,9.9,7.60,9.10,9.30,3.40,8.6,5.90,9.9,3.4,2.5,3,7.70,4.7,5.40,2.6,2.6,4.5,6.50,0.00,6.00,5.50,21,4.2,5.40,5.00,6.7,3.8,10.00,0.00,5.80,8.6,5.90,6.10,5.00,5.00,5.00,5.00,5.00,57,49,99,94,1,99,94,79,40,96,92
RURAL BANK LIMITED,,AU3FN0010104,AU,20180801,Banks,6.8,5.5,1.6,4.9,7.3,1.6,9.90,8.20,6.70,4.40,7.7,6.80,9,1.2,0.4,0.6,10.00,2.8,5.80,0.8,1.3,0,5.70,0.00,7.20,5.90,0,0.5,6.10,5.80,3.7,0,2.90,8.40,4.30,7.7,7.00,4.70,4.70,5.00,5.00,5.00,5.00,15,5,100,100,1,91,53,79,40,45,26
UNITED ENERGY DISTRIBUTION PTY LIMITED,,AU3CB0247971,AU,20180801,Utilities,1.5,3,4.9,1.3,3.8,6.6,3.40,7.50,0.20,2.90,4.6,3.10,6.6,2.2,2.4,3,3.50,4.5,1.00,2.6,2.5,2.2,5.70,0.00,4.80,3.50,24,7.9,5.70,4.00,5.9,1.9,5.80,0.10,0.80,4.6,3.10,7.70,3.80,5.00,5.00,5.00,5.00,44,31,11,28,3,26,24,90,97,34,18
ENERGY PARTNERSHIP (GAS) PTY LIMITED,,AU3CB0249209,AU,20180801,Real Estate Development & Diversified Activities,1.5,3,4.9,1.3,3.8,6.6,3.40,7.50,0.20,2.90,4.6,3.10,6.6,2.2,2.4,3,3.50,4.5,1.00,2.6,2.5,2.2,5.70,0.00,4.80,3.50,24,7.9,5.70,4.00,5.9,1.9,5.80,0.10,0.80,4.6,3.10,7.70,3.80,5.00,5.00,5.00,5.00,44,31,11,28,3,26,24,90,97,34,18
BOQ SPECIALIST (AUST) LIMITED,,AU3FN0010088,AU,20180801,Banks,2.9,4.5,2.2,3.3,6.8,2.2,8.70,8.20,4.90,3.00,7.8,5.70,8,1.2,0.4,0.6,8.70,2.8,4.50,0.8,1.3,0,5.10,0.00,6.70,4.80,0,0.5,6.10,4.00,3.5,0,3.10,8.40,4.50,7.8,2.50,4.70,0.20,4.20,4.20,5.00,5.00,79,79,81,52,1,91,55,79,40,60,53
Series 2006-1E REDS Trust,,AU3FN0000774,AU,20180801,Banks,2.9,4.5,2.2,3.3,6.8,2.2,8.70,8.20,4.90,3.00,7.8,5.70,8,1.2,0.4,0.6,8.70,2.8,4.50,0.8,1.3,0,5.10,0.00,6.70,4.80,0,0.5,6.10,4.00,3.5,0,3.10,8.40,4.50,7.8,2.50,4.70,0.20,4.20,4.20,5.00,5.00,79,79,81,52,1,91,55,79,40,60,53
Series 2007-1E REDS Trust,,AU3FN0002945,AU,20180801,Banks,2.9,4.5,2.2,3.3,6.8,2.2,8.70,8.20,4.90,3.00,7.8,5.70,8,1.2,0.4,0.6,8.70,2.8,4.50,0.8,1.3,0,5.10,0.00,6.70,4.80,0,0.5,6.10,4.00,3.5,0,3.10,8.40,4.50,7.8,2.50,4.70,0.20,4.20,4.20,5.00,5.00,79,79,81,52,1,91,55,79,40,60,53
The trustee for Series 2010-1 REDS Trust,,AU000RC20016,AU,20180801,Banks,2.9,4.5,2.2,3.3,6.8,2.2,8.70,8.20,4.90,3.00,7.8,5.70,8,1.2,0.4,0.6,8.70,2.8,4.50,0.8,1.3,0,5.10,0.00,6.70,4.80,0,0.5,6.10,4.00,3.5,0,3.10,8.40,4.50,7.8,2.50,4.70,0.20,4.20,4.20,5.00,5.00,79,79,81,52,1,91,55,79,40,60,53
The Trustee for Series 2007-2 REDS Trust,,AU0000REQHA8,AU,20180801,Banks,2.9,4.5,2.2,3.3,6.8,2.2,8.70,8.20,4.90,3.00,7.8,5.70,8,1.2,0.4,0.6,8.70,2.8,4.50,0.8,1.3,0,5.10,0.00,6.70,4.80,0,0.5,6.10,4.00,3.5,0,3.10,8.40,4.50,7.8,2.50,4.70,0.20,4.20,4.20,5.00,5.00,79,79,81,52,1,91,55,79,40,60,53
Series 2008-2 REDS Trust,,AU3FN0006029,AU,20180801,Banks,2.9,4.5,2.2,3.3,6.8,2.2,8.70,8.20,4.90,3.00,7.8,5.70,8,1.2,0.4,0.6,8.70,2.8,4.50,0.8,1.3,0,5.10,0.00,6.70,4.80,0,0.5,6.10,4.00,3.5,0,3.10,8.40,4.50,7.8,2.50,4.70,0.20,4.20,4.20,5.00,5.00,79,79,81,52,1,91,55,79,40,60,53
OVERSEA-CHINESE BANKING CORPORATION LIMITED,,AU3FN0042214,AU,20180801,Banks,5.5,4.9,2.1,4.3,6.5,2.1,7.30,8.20,4.90,4.10,6.7,6.20,8,0.8,0.3,0.7,7.30,2.4,2.70,0.7,1.1,0,10.00,0.00,3.70,8.80,0,0.6,8.50,6.40,5.7,0,2.40,7.60,3.00,6.7,6.70,5.40,5.10,5.00,5.00,5.00,5.00,80,75,31,37,2,72,76,79,49,96,91
ARISTOCRAT LEISURE LIMITED,ALL,AU000000ALL7,AU,20180901,Casinos & Gaming,6.3,4.6,5.3,4.6,4.3,5.3,7.10,8.30,5.70,3.50,7.2,2.40,5.3,3.7,2.2,3.1,7.10,5.6,5.70,2.3,2.5,0,5.70,19.00,3.70,2.40,0,2.4,3.50,3.40,5.2,2.7,7.50,1.30,2.50,7.2,2.40,8.00,3.40,5.00,5.00,5.00,5.00,33,21,64,28,1,82,26,79,40,61,55
LENDLEASE GROUP,LLC,US5260232054,AU,20180901,Real Estate Development & Diversified Activities,9.3,7.2,8.2,6.7,7.2,9.9,7.60,9.10,9.30,3.40,8.7,5.90,9.9,3.4,2.5,3,7.70,4.7,5.40,2.6,2.6,4.5,6.50,0.00,6.00,5.50,21,4.2,5.40,5.00,6.7,3.8,10.00,0.00,5.80,8.7,5.90,6.10,5.00,5.00,5.00,5.00,5.00,56,48,99,97,1,99,97,79,40,96,92
RAMSAY HEALTH CARE LIMITED,RHC,AU000000RHC8,AU,20180901,Health Care Providers & Services,7.4,5.5,8.1,6.4,3.9,8.1,9.60,4.90,4.40,7.40,7.5,1.10,8.1,3.2,1.9,2.4,9.60,3.6,6.20,2.1,3.1,0,4.40,18.00,9.60,7.00,0,3.1,8.00,4.20,6.1,6.4,6.10,6.70,5.80,7.5,1.10,9.50,3.60,5.00,5.00,4.20,4.20,87,90,58,23,1,87,42,99,97,60,53
COCHLEAR LIMITED,COH,AU000000COH5,AU,20180901,Health Care Equipment & Supplies,6.9,5.9,8,6.3,4.9,8,6.90,5.40,7.80,7.10,6.9,3.40,8,2.3,1.1,3.7,6.80,3.5,3.30,3,5.4,0,6.20,0.00,5.50,4.70,0,3.1,4.30,5.10,6,8.6,9.00,3.00,5.00,6.9,3.40,8.90,5.30,5.00,5.00,5.00,5.00,17,7,84,56,1,76,18,79,40,37,11
TABCORP HOLDINGS LIMITED,TAH,AU000000TAH8,AU,20180901,Casinos & Gaming,8.1,5.2,6.7,4.9,5,6.7,0.80,7.70,7.00,3.70,7.7,3.00,6.7,4,2.2,3.1,0.80,6.2,0.00,2.5,2.5,0,7.00,17.00,4.80,4.80,0,1.8,3.50,6.30,6.1,3.4,5.10,4.40,2.50,7.7,3.00,7.50,3.50,4.20,4.20,5.00,5.00,32,19,77,42,1,90,47,99,97,77,70
CSL LIMITED,CSL,AU000000CSL8,AU,20180901,Biotechnology,6.4,4.9,5.9,4.3,5.6,10,9.60,5.90,5.10,4.40,7.2,4.20,10,3,1.2,2.2,9.70,3.7,6.40,2.1,4.1,5.1,7.20,0.00,5.80,6.00,0,1.1,8.40,6.50,8.7,6.2,8.90,3.10,5.00,7.2,4.20,8.00,5.20,5.00,5.00,5.00,5.00,45,36,80,50,1,83,30,62,3,60,53
ENERGY DEVELOPMENTS PTY LIMITED,ENEXX,AU0000ENEXX2,AU,20180901,Utilities,1.5,3,4.9,1.3,3.8,8.5,3.40,7.50,0.20,2.90,4.6,3.10,8.5,2.2,2.4,3,3.50,4.5,1.00,2.6,2.5,2.2,5.70,0.00,4.80,3.50,24,7.9,5.70,4.00,5.9,1.9,5.80,0.10,0.80,4.6,3.10,7.70,3.80,5.00,5.00,5.00,5.00,43,29,11,28,3,26,25,90,97,34,21
TPG TELECOM LIMITED,TPM,AU000000TPM6,AU,20180901,Integrated Telecommunication Services,1.8,3.4,6.5,2.8,3.9,6.5,5.20,8.80,2.40,2.90,4.5,3.40,6.5,2.5,1,1.9,5.20,2.8,1.00,1.6,1.7,0,2.40,18.00,7.30,2.70,0,1.3,7.20,0.90,4.1,0,2.90,8.30,4.20,4.5,3.40,6.50,2.90,4.20,4.20,5.00,5.00,94,96,3,0,4,25,1,99,97,42,17
TATTS GROUP LIMITED,TTSLF,AU000000TTS5,AU,20180901,Casinos & Gaming,8.1,5.2,6.7,4.9,5,6.7,0.80,7.70,7.00,3.70,7.7,3.00,6.7,4,2.2,3.1,0.80,6.2,0.00,2.5,2.5,0,7.00,17.00,4.80,4.80,0,1.8,3.50,6.30,6.1,3.4,5.10,4.40,2.50,7.7,3.00,7.50,3.50,4.20,4.20,5.00,5.00,32,19,77,42,1,90,47,99,97,77,70
DUET GROUP,DUETF,AU0000DUEXX9,AU,20180901,Utilities,1.5,3,4.9,1.3,3.8,8.5,3.40,7.50,0.20,2.90,4.6,3.10,8.5,2.2,2.4,3,3.50,4.5,1.00,2.6,2.5,2.2,5.70,0.00,4.80,3.50,24,7.9,5.70,4.00,5.9,1.9,5.80,0.10,0.80,4.6,3.10,7.70,3.80,5.00,5.00,5.00,5.00,43,29,11,28,3,26,25,90,97,34,21
LEND LEASE FUNDS MANAGEMENT LIMITED,,AU000GPTB019,AU,20180901,Real Estate Development & Diversified Activities,9.3,7.2,8.2,6.7,7.2,9.9,7.60,9.10,9.30,3.40,8.7,5.90,9.9,3.4,2.5,3,7.70,4.7,5.40,2.6,2.6,4.5,6.50,0.00,6.00,5.50,21,4.2,5.40,5.00,6.7,3.8,10.00,0.00,5.80,8.7,5.90,6.10,5.00,5.00,5.00,5.00,5.00,56,48,99,97,1,99,97,79,40,96,92
UNITED ENERGY DISTRIBUTION PTY LIMITED,,AU3CB0247971,AU,20180901,Utilities,1.5,3,4.9,1.3,3.8,8.5,3.40,7.50,0.20,2.90,4.6,3.10,8.5,2.2,2.4,3,3.50,4.5,1.00,2.6,2.5,2.2,5.70,0.00,4.80,3.50,24,7.9,5.70,4.00,5.9,1.9,5.80,0.10,0.80,4.6,3.10,7.70,3.80,5.00,5.00,5.00,5.00,43,29,11,28,3,26,25,90,97,34,21
ENERGY PARTNERSHIP (GAS) PTY LIMITED,,AU3CB0249209,AU,20180901,Real Estate Development & Diversified Activities,1.5,3,4.9,1.3,3.8,8.5,3.40,7.50,0.20,2.90,4.6,3.10,8.5,2.2,2.4,3,3.50,4.5,1.00,2.6,2.5,2.2,5.70,0.00,4.80,3.50,24,7.9,5.70,4.00,5.9,1.9,5.80,0.10,0.80,4.6,3.10,7.70,3.80,5.00,5.00,5.00,5.00,43,29,11,28,3,26,25,90,97,34,21
OVERSEA-CHINESE BANKING CORPORATION LIMITED,,AU3FN0042214,AU,20180901,Banks,5.5,4.9,2.1,4.3,6.5,2.1,7.30,8.20,4.90,4.10,6.8,6.20,8.7,0.8,0.3,0.7,7.30,2.4,2.70,0.7,1.1,0,10.00,0.00,3.70,8.80,0,0.6,8.50,6.40,5.7,0,2.40,7.60,3.00,6.8,6.70,5.40,5.10,5.00,5.00,5.00,5.00,79,73,33,41,2,74,76,79,50,96,91
ARISTOCRAT LEISURE LIMITED,ALL,AU000000ALL7,AU,20181001,Casinos & Gaming,6.3,4.6,5.3,4.6,4.3,5.3,7.10,8.30,5.70,3.50,7.2,2.40,5.3,3.7,2.2,3.1,7.10,5.6,5.70,2.3,2.5,0,5.70,19.00,3.70,2.40,0,2.4,3.50,3.40,5.2,2.7,7.50,1.30,2.50,7.2,2.40,8.00,3.40,5.00,5.00,5.00,5.00,33,21,63,28,1,80,24,79,40,60,45
RAMSAY HEALTH CARE LIMITED,RHC,AU000000RHC8,AU,20181001,Health Care Providers & Services,7.4,5.5,8.1,6.4,4,8.1,9.60,4.90,4.40,7.40,7.7,1.10,8.1,3.2,1.9,2.4,9.60,3.6,6.20,2.1,3.1,0,4.40,18.00,9.60,7.00,0,3.1,8.00,4.20,6.1,6.4,6.10,6.70,5.80,7.7,1.10,9.50,3.60,5.00,5.00,4.20,4.20,87,90,55,21,1,90,44,99,97,81,68
COCHLEAR LIMITED,COH,AU000000COH5,AU,20181001,Health Care Equipment & Supplies,6.9,5.9,8,6.3,4.9,8,6.90,5.40,7.80,7.10,6.9,3.40,8,2.3,1.1,3.7,6.80,3.5,3.30,3,5.4,0,6.20,0.00,5.50,4.70,0,3.1,4.30,5.10,6,8.6,9.00,3.00,5.00,6.9,3.40,8.90,5.30,5.00,5.00,5.00,5.00,17,7,82,53,1,89,43,79,40,94,91
TABCORP HOLDINGS LIMITED,TAH,AU000000TAH8,AU,20181001,Casinos & Gaming,8.1,5.2,6.7,4.9,5.1,6.7,0.80,7.70,7.00,3.70,7.9,3.00,6.7,4,2.2,3.1,0.80,6.2,0.00,2.5,2.5,0,7.00,17.00,4.80,4.80,0,1.8,3.50,6.30,6.1,3.4,5.10,4.40,2.50,7.9,3.00,7.50,3.50,4.20,4.20,5.00,5.00,32,19,55,21,1,80,23,79,40,92,83
CSL LIMITED,CSL,AU000000CSL8,AU,20181001,Biotechnology,6.4,4.9,5.9,4.3,5.7,10,9.60,5.90,5.10,4.40,7.4,4.20,10,3,1.2,2.2,9.70,3.7,6.40,2.1,4.1,5.1,7.20,0.00,5.80,6.00,0,1.1,8.40,6.50,8.7,6.2,8.90,3.10,5.00,7.4,4.20,8.00,5.20,5.00,5.00,5.00,5.00,45,36,78,46,1,85,33,62,3,81,68
